filename,fold,target,category,esc10,src_file,take
3-164592-A-15.wav,3,15,water_drops,False,164592,A
3-164593-A-15.wav,3,15,water_drops,False,164593,A
3-164594-A-15.wav,3,15,water_drops,False,164594,A
3-164595-A-15.wav,3,15,water_drops,False,164595,A
3-166125-A-23.wav,3,23,human_breathing,False,166125,A
3-166125-B-23.wav,3,23,human_breathing,False,166125,B
3-166324-A-15.wav,3,15,water_drops,False,166324,A
3-166326-A-15.wav,3,15,water_drops,False,166326,A
3-169907-A-29.wav,3,29,swallowing,False,169907,A
3-174866-A-29.wav,3,29,swallowing,False,174866,A
3-185456-A-29.wav,3,29,swallowing,False,185456,A
4-152995-A-24.wav,4,24,clearing_throat,False,152995,A
4-154443-A-24.wav,4,24,clearing_throat,False,154443,A
4-155650-A-24.wav,4,24,clearing_throat,False,155650,A
4-155650-B-24.wav,4,24,clearing_throat,False,155650,B
4-157296-A-24.wav,4,24,clearing_throat,False,157296,A
4-158653-A-32.wav,4,32,typing,False,158653,A
4-167155-A-32.wav,4,32,typing,False,167155,A
4-168155-A-15.wav,4,15,water_drops,False,168155,A
4-169726-A-24.wav,4,24,clearing_throat,False,169726,A
4-171396-A-24.wav,4,24,clearing_throat,False,171396,A
4-171706-A-23.wav,4,23,human_breathing,False,171706,A
4-172180-A-32.wav,4,32,typing,False,172180,A
4-172742-A-32.wav,4,32,typing,False,172742,A
4-174797-A-15.wav,4,15,water_drops,False,174797,A
4-176914-A-23.wav,4,23,human_breathing,False,176914,A
4-177243-A-32.wav,4,32,typing,False,177243,A
4-177835-A-24.wav,4,24,clearing_throat,False,177835,A
4-181707-A-32.wav,4,32,typing,False,181707,A
4-181708-A-32.wav,4,32,typing,False,181708,A
4-185613-A-32.wav,4,32,typing,False,185613,A
4-188191-A-29.wav,4,29,swallowing,False,188191,A
4-188191-B-29.wav,4,29,swallowing,False,188191,B
4-188191-C-29.wav,4,29,swallowing,False,188191,C
4-188293-A-15.wav,4,15,water_drops,False,188293,A
4-188293-B-15.wav,4,15,water_drops,False,188293,B
4-188595-A-29.wav,4,29,swallowing,False,188595,A
4-194808-A-29.wav,4,29,swallowing,False,194808,A
4-197871-A-15.wav,4,15,water_drops,False,197871,A
4-198025-A-23.wav,4,23,human_breathing,False,198025,A
4-204202-A-29.wav,4,29,swallowing,False,204202,A
4-205526-A-23.wav,4,23,human_breathing,False,205526,A
4-205526-B-23.wav,4,23,human_breathing,False,205526,B
4-207116-A-23.wav,4,23,human_breathing,False,207116,A
4-210000-A-23.wav,4,23,human_breathing,False,210000,A
4-210000-B-23.wav,4,23,human_breathing,False,210000,B
4-210593-A-29.wav,4,29,swallowing,False,210593,A
4-212604-A-15.wav,4,15,water_drops,False,212604,A
4-212604-B-15.wav,4,15,water_drops,False,212604,B
4-212604-C-15.wav,4,15,water_drops,False,212604,C
4-213193-A-29.wav,4,29,swallowing,False,213193,A
5-178997-A-24.wav,5,24,clearing_throat,False,178997,A
5-184871-A-24.wav,5,24,clearing_throat,False,184871,A
5-204114-A-29.wav,5,29,swallowing,False,204114,A
5-204604-A-24.wav,5,24,clearing_throat,False,204604,A
5-205090-A-32.wav,5,32,typing,False,205090,A
5-207681-A-24.wav,5,24,clearing_throat,False,207681,A
5-207836-A-29.wav,5,29,swallowing,False,207836,A
5-207836-B-29.wav,5,29,swallowing,False,207836,B
5-207836-C-29.wav,5,29,swallowing,False,207836,C
5-207836-D-29.wav,5,29,swallowing,False,207836,D
5-208761-A-24.wav,5,24,clearing_throat,False,208761,A
5-209719-A-24.wav,5,24,clearing_throat,False,209719,A
5-211197-A-24.wav,5,24,clearing_throat,False,211197,A
5-213293-A-23.wav,5,23,human_breathing,False,213293,A
5-215005-A-32.wav,5,32,typing,False,215005,A
5-216131-A-32.wav,5,32,typing,False,216131,A
5-222894-A-32.wav,5,32,typing,False,222894,A
5-223099-A-32.wav,5,32,typing,False,223099,A
5-223099-B-32.wav,5,32,typing,False,223099,B
5-232816-A-23.wav,5,23,human_breathing,False,232816,A
5-233260-A-23.wav,5,23,human_breathing,False,233260,A
5-234335-A-23.wav,5,23,human_breathing,False,234335,A
5-234923-A-32.wav,5,32,typing,False,234923,A
5-235593-A-23.wav,5,23,human_breathing,False,235593,A
5-238492-A-23.wav,5,23,human_breathing,False,238492,A
5-241846-A-15.wav,5,15,water_drops,False,241846,A
5-243036-A-29.wav,5,29,swallowing,False,243036,A
5-243635-A-29.wav,5,29,swallowing,False,243635,A
5-244178-A-32.wav,5,32,typing,False,244178,A
5-251489-A-24.wav,5,24,clearing_throat,False,251489,A
5-254832-A-15.wav,5,15,water_drops,False,254832,A
5-254832-B-15.wav,5,15,water_drops,False,254832,B
5-257349-A-15.wav,5,15,water_drops,False,257349,A
5-259180-A-15.wav,5,15,water_drops,False,259180,A
5-259640-A-29.wav,5,29,swallowing,False,259640,A
5-260164-A-23.wav,5,23,human_breathing,False,260164,A
5-261433-A-15.wav,5,15,water_drops,False,261433,A
5-261439-A-15.wav,5,15,water_drops,False,261439,A
5-261464-A-23.wav,5,23,human_breathing,False,261464,A
5-262641-A-15.wav,5,15,water_drops,False,262641,A
